bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2425,22156,11,,,,,,,,,,,135,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,62,8,,,,,,,376,7,,,,,122,8,1567,23,,,,,,,,,,,5828,20,3,39,1636,11,,,3,19,157,9,247,10,,,,,1589,12,,,,,17,3,,,,,,,,,,,,,,,,,176,10,,,,,,,,,,,226,12,22,6,,,,,,,,,,,,,,,1377,7,585,18,,,,,,,,,,,,,10,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,22,,,,,,,,,,,,,,,,,,,,,,,,,900,8,,,,,1062,4,,,,,500,2,4089,5,,,,,,,,,,,,,,,,,,,,,131,5,,,,,,,,,,,,,144,17,,,,,6,8,,,,,,,,,,,,,,,145,13,,,,,440,3,,,,,,,,,30,18,,,,,,,,,,,,,,,,,,,,,,,260,28
2243,21307,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,13,,,,,,,,,,,,,,,7,64,,,,,,,,,,,,,,,3690,6,,,,,,,,,,,8211,11,,,,,,,,,,,13,90,,,,,1590,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,8,,,,,183,14,,,,,,,,,,,,,,,,,1021,15,608,17,,,,,,,,,,,,,16,63,,,,,,,,,,,,,,,,,59,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,6,,,,,,,,,,,4,7,,,,,,,,,,,,,1706,3,,,,,649,10,,,,,43,10,1076,16,,,,,,,,,,,19,2,,,,,,,,,,,82,4,,,,,955,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,30
320,20788,13,,,,,,,,,,,123,16,,,,,,,27,3,,,,,,,,,,,,,15,1,,,139,8,,,,,,,,,19,3,,,,,97,3,,,,,,,188,17,,,14,3,45,23,1711,19,,,,,,,494,4,,,6214,17,32,2,1577,12,41,8,16,4,61,14,320,7,,,,,2831,5,,,,,17,2,13,3,,,,,17,1,19,2,14,4,,,,,112,17,88,4,,,,,,,,,525,3,,,,,,,316,7,,,,,,,28,2,443,30,243,32,,,,,16,4,,,,,26,2,37,28,,,,,,,43,2,,,,,,,,,70,6,20,10,,,,,,,,,11,6,,,,,571,3,,,,,,,,,,,,,725,11,19,5,75,12,,,,,,,18,3,,,,,,,,,,,,,655,12,,,,,209,21,,,,,160,8,1293,14,,,,,,,,,,,,,14,2,,,,,,,147,4,108,3,,,,,28,15,,,,,77,28,,,,,19,4,,,,,,,44,13,,,,,21,2,51,23,,,15,1,61,18,,,,,,,,,122,11,,,,,,,,,,,10,4,,,,,,,,,,,324,25
13,18943,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9,,,,,,,182,18,,,5,8,52,19,1891,17,,,,,,,73,10,,,7849,13,7,16,2105,8,,,12,7,,,62,35,,,4,2,807,23,,,,,,,,,,,,,2,4,,,,,,,,,623,4,,,,,,,,,,,203,13,,,1,1,,,,,,,,,,,,,458,28,960,11,,,,,,,,,,,,,79,11,,,,,,,,,,,,,,,,,,,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,8,22,3,63,18,,,,,,,,,,,,,,,,,,,,,326,21,,,,,371,15,,,,,60,9,927,17,,,,,,,,,,,,,,,,,,,,,29,13,39,8,,,,,111,9,,,,,163,13,,,,,,,,,,,,,,,,,,,,,41,25,,,,,30,28,,,,,,,,,25,19,,,,,,,,,,,,,,,,,,,,,,,512,21
29351,18811,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,,,,,,,,,,,,,,,,,7,66,,,,,,,171,20,,,,,,,2670,8,,,,,,,,,,,2780,42,,,181,54,121,3,,,,,100,29,,,,,370,50,,,,,,,,,,,,,,,,,,,,,,,179,9,,,,,,,,,,,37,35,35,5,,,,,,,,,,,,,,,,,137,45,,,,,,,,,,,,,12,71,,,,,,,,,,,,,,,,,178,2,123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,31,,,,,,,,,,,,,,,,,,,,,,,,,662,11,,,,,,,,,,,,,9097,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,44,,,,,,,,,,,,,,,,,,,,,,,,,,,822,1,,,,,,,,,803,5,,,,,,,,,,,,,,,,,,,,,,,81,62
1294,17329,16,,,,,,,,,,,40,21,,,,,,,12,5,,,,,,,,,,,,,,,,,4,28,,,,,,,,,,,,,,,52,10,,,,,,,,,,,,,53,18,1419,24,,,,,,,,,,,9100,10,8,12,929,23,,,9,13,150,10,187,17,,,,,1755,10,,,,,,,,,,,,,,,6,5,,,,,,,139,12,,,,,,,,,,,118,18,,,,,,,21,15,,,,,5,3,12,7,1163,13,,,,,,,,,,,,,,,128,7,,,,,,,,,,,,,,,,,,,19,12,,,,,,,5,5,,,,,,,6,11,,,,,,,,,,,,,543,16,,,48,22,,,,,,,3,8,,,,,,,,,,,,,42,58,,,,,,,,,,,,,621,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,11,,,,,289,8,,,,,,,,,,,,,85,8,,,,,,,22,30,,,,,10,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,29
27443,16615,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,35,,,,,,,100,25,,,15,2,42,25,1279,25,,,,,,,76,9,,,1307,80,13,9,529,32,38,10,,,,,125,23,,,,,380,49,,,,,,,,,,,,,,,,,,,,,,,50,31,,,,,69,13,,,,,,,,,,,,,,,,,,,,,,,412,35,1573,9,,,,,,,,,,,,,936,2,,,,,,,,,,,,,,,,,,,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,35,,,,,,,,,,,,,,,,,,,,,,,,,381,19,,,,,283,18,,,,,,,3313,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,3,,,,,,,,,,,,,97,13,,,,,,,,,342,7,,,,,,,,,,,,,,,,,,,,,,,4460,4
2136,16440,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,5,,,,,,,,,,,,,,,,,,,,,,,490,4,,,,,,,3801,4,,,,,,,,,,,4747,24,13,7,250,46,,,,,1707,4,,,,,,,408,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,6,,,,,361,7,20,7,,,,,,,,,,,,,,,437,31,,,,,,,,,,,,,,,11,76,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,,,,,,,,,,,,,,,,,,,,,805,7,,,,,,,,,,,,,,,,,,,,,,,,,1247,6,,,,,,,,,,,,,71,77,,,,,,,,,,,,,,,,,14,7,,,212,2,,,,,13,3,454,4,5,3,,,417,6,,,,,,,,,,,,,,,,,,,,,308,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,54
178900,15044,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,67,,,,,,,94,26,,,,,,,2398,11,,,,,,,,,,,9866,9,,,,,,,,,,,,,,,,,795,24,,,,,,,,,,,,,,,,,,,,,,,254,7,,,,,,,,,,,118,19,,,,,,,,,,,,,,,,,361,37,170,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,42,,,,,,,,,,,,,,,,,,,,,,,,,140,32,,,,,,,,,,,,,598,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,14560,20,24,4,,,,,,,,,268,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,16,,,,,,,,,,,,,89,12,1690,20,,,,,,,,,,,7215,14,,,1152,18,,,16,3,,,105,28,,,,,785,25,,,,,,,,,,,,,,,,,,,,,,,91,20,,,,,314,4,,,,,95,22,,,,,,,,,,,,,,,,,324,39,123,50,,,,,,,,,,,,,,,,,,,,,10,6,,,,,,,,,47,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,23,,,60,19,,,,,,,,,,,,,,,,,,,,,126,34,,,,,129,32,,,,,,,554,25,,,,,,,,,,,,,,,,,491,2,,,,,,,,,2,5,,,,,,,191,12,,,,,,,,,,,,,28,14,,,,,,,40,26,,,,,47,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,33
25821,13157,21,,,,,,,,,,,359,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682,21,,,,,,,,,,,1011,101,7,20,954,22,,,,,,,,,,,,,3368,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,10,,,,,,,,,,,,,,,,,,,,,,,568,20
3886,12653,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,4,,,,,,,,,,,,,,,21,28,,,,,,,310,9,,,,,58,15,2582,9,,,,,,,,,,,2454,50,6,25,388,36,18,13,7,15,146,11,186,18,,,,,602,32,,,,,8,6,,,,,,,,,,,,,,,,,32,41,,,,,,,,,,,885,2,,,,,,,,,,,,,,,,,1321,9,245,31,,,,,,,,,,,,,40,26,,,,,,,,,15,2,,,5,15,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,38,9,11,86,11,,,,,,,,,,,,,,,,,,,,,290,24,,,,,727,7,,,,,239,5,241,45,,,,,,,,,,,,,,,,,,,,,86,8,19,12,,,,,562,3,,,,,90,25,,,,,,,,,,,,,,,,,,,,,354,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,52
5072,12396,23,,,,,,,,,,,359,6,,,,,,,,,,,,,,,,,,,,,,,,,24,16,,,,,143,2,,,,,,,,,12,41,,,,,,,,,,,,,125,7,711,40,,,,,,,,,,,7880,12,8,13,126,62,,,,,18,20,,,,,,,419,45,,,,,,,,,,,,,,,,,40,2,,,,,,,513,2,,,,,,,,,,,,,,,,,176,9,,,,,,,,,128,68,288,27,,,,,,,,,,,,,40,27,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,,60,2,,,413,2,334,4,,,,,,,,,,,,,69,60,6,13,70,15,,,,,,,,,,,,,,,,,,,,,,,,,,,39,48,,,,,,,111,60,,,,,,,,,,,,,,,,,,,31,2,,,,,,,,,,,,,,,39,43,,,,,95,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,61
