bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,215750,1,119,1,55,1,53,1,41,1,46,1,5149,1,38,1,37,1,49,1,63,1,5,1,37,1,2826,1,52,1,40,1,37,1,,,49,1,1261,1,113,1,230,1,401,1,35,1,84,1,480,1,39,1,469,1,39,1,33,1,71,1,1497,1,40,1,72,1,725,1,13215,1,31,1,35,1,30,1,1076,1,29,1,53348,1,109,1,22113,1,802,1,89,1,5081,1,2673,1,37,1,53,1,10755,1,,,34,1,37,1,54,1,34,1,31,1,35,1,59,1,119,1,30,1,,,3281,1,1499,1,69,1,890,1,26,1,35,1,3134,1,597,1,,,44,1,2107,2,41,1,46,1,41,1,161,1,13160,1,4197,3,43,1,36,1,45,2,1203,1,1122,1,185,1,532,2,35,1,31,1,218,2,102,1,37,1,31,1,36,1,41,1,717,1,557,1,30,1,33,1,33,2,155,1,175,1,106,1,844,1,251,2,34,1,91,1,31,1,39,1,42,1,31,1,3423,1,50,1,671,1,32,1,,,34,1,43,2,31,1,26,1,30,1,51,1,,,44,1,8473,1,34,1,33,1,4333,2,38,1,34,1,1175,1,15203,1,30,1,31,1,30,1,42,1,33,1,37,1,42,1,34,1,256,3,135,1,840,1,389,1,,,509,1,735,2,,,41,2,1666,2,64,1,,,204,1,,,282,1,82,1,1274,1,39,1,178,1,234,1,3629,2,42,1,,,862,2,94,1,808,1,40,1,28,1,2882,2,,,36,1,,,31,1,,,55,1,30,1,38,1,40,1,45,1,,,5737,2
2223,75466,2,,,,,,,,,,,2012,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,8,,,,,,,1215,2,,,,,213,4,2722,12,,,,,,,,,,,16030,6,,,5486,2,,,,,3018,3,1613,2,,,,,3315,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,4,,,,,540,5,,,,,,,,,5795,2,2998,4,,,,,6,6,,,,,,,102,10,,,,,,,,,,,,,,,,,193,3,,,,,,,,,,,16,6,,,,,173,3,,,,,,,,,,,,,908,11,,,532,2,,,,,,,,,,,,,,,,,,,,,5044,2,,,,,9330,1,,,,,,,3644,8,,,,,,,,,,,,,,,,,,,11,3,,,289,2,,,53,2,149,7,,,,,180,16,,,,,,,,,,,,,415,5,,,,,,,3722,1,,,,,367,4,,,,,,,,,2984,1,,,,,,,,,,,6,9,,,,,,,,,,,2177,6
2397,62239,3,26,2,11,2,,,18,2,,,1705,3,,,,,,,14,5,,,,,205,2,,,13,3,,,,,14,4,594,2,,,,,15,5,,,29,2,45,2,,,102,5,,,15,2,15,2,493,4,,,20,3,537,2,5028,4,,,,,,,442,4,,,29495,2,19,4,3608,4,49,6,12,6,3667,2,264,11,,,,,2241,9,,,,,11,3,,,,,,,,,19,3,,,,,,,1044,4,,,18,2,265,9,,,,,485,6,136,2,,,13,2,36,13,,,,,6,2,32,2,1478,8,1976,9,,,,,,,123,2,51,2,,,46,20,11,2,,,,,14,5,,,,,14,2,14,2,98,5,83,4,,,,,,,110,2,10,7,,,,,19,8,,,,,,,,,,,,,896,12,29,2,204,7,,,,,,,11,3,,,,,,,18,2,,,,,771,10,19,2,,,643,9,,,,,,,2076,11,,,,,,,,,,,11,2,,,,,74,4,,,115,8,93,6,,,,,175,6,,,,,557,4,17,3,,,25,4,,,,,,,106,7,,,,,16,4,602,6,,,,,196,8,22,2,,,,,13,2,97,13,22,1,,,,,16,3,,,11,5,,,,,,,14,2,,,582,17
1406,61661,4,22,3,,,,,,,,,928,4,,,,,,,18,4,,,,,75,3,,,,,,,,,,,549,3,,,,,,,,,,,,,,,97,7,,,,,,,239,12,,,15,4,311,3,4297,6,,,,,,,602,3,,,22794,3,18,5,3326,5,46,9,22,4,892,5,794,4,,,,,3187,5,48,1,,,,,12,3,,,,,,,11,4,,,,,,,1046,3,,,,,740,2,,,,,254,12,120,3,,,9,3,2184,1,,,,,,,18,5,2221,5,2258,6,,,13,3,15,3,,,,,,,95,12,,,,,412,1,20,2,,,,,,,,,88,6,33,10,,,,,,,,,,,,,,,125,4,,,,,,,,,,,,,2065,2,19,6,322,4,,,,,,,65,1,,,,,,,,,,,,,710,11,,,,,516,12,,,,,190,8,5114,5,,,,,,,,,,,10,4,8,3,,,1015,1,,,55,12,63,8,,,,,212,5,,,,,581,3,,,,,,,,,,,,,75,9,,,,,,,268,10,,,,,225,7,8,4,,,,,,,469,7,,,,,,,11,4,,,11,4,,,,,,,9,3,,,1686,7
10816,59331,5,,,,,,,,,,,430,7,,,,,,,35,2,,,,,,,,,,,29,2,,,25,2,178,9,,,,,,,,,,,25,3,,,77,11,,,,,,,346,8,,,,,189,5,3344,8,,,,,,,256,7,,,19707,5,,,5062,3,81,4,,,460,7,371,7,,,,,2242,8,,,,,,,,,,,,,,,,,,,,,,,399,7,41,6,,,271,8,,,,,549,5,,,,,,,622,4,,,,,,,,,2531,3,2033,8,,,,,,,,,,,26,3,172,6,,,,,,,,,,,,,,,,,,,91,3,,,,,,,,,,,,,,,,,,,,,,,,,29,2,,,963,9,27,3,287,5,,,30,1,,,,,,,,,,,,,,,,,1852,3,,,,,2220,3,,,,,261,5,8316,3,,,,,,,,,,,,,,,,,30,6,,,92,10,,,,,,,132,8,,,,,427,7,,,,,,,,,,,,,,,,,,,22,3,493,8,,,,,255,6,,,,,,,,,972,4,,,,,,,19,2,,,38,2,,,,,,,,,,,3274,5
2093,49872,6,,,,,,,,,,,95,17,,,,,,,,,,,,,26,4,,,,,,,,,,,69,10,,,,,14,6,16,2,,,,,,,105,4,12,2,,,,,222,15,,,,,57,20,2487,17,,,,,,,,,,,20223,4,10,12,2543,8,,,,,78,15,205,14,,,,,1508,13,,,,,,,,,16,2,,,,,,,,,8,2,,,130,19,12,7,,,78,12,,,,,192,14,20,7,,,,,184,9,,,,,,,,,1193,11,7769,1,,,24,2,6,5,,,6,3,,,260,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,7,,,,,,,,,,,,,611,17,,,103,11,,,,,,,,,,,,,,,,,,,,,654,14,,,,,906,4,,,,,,,1957,12,,,,,8,2,,,,,,,,,,,,,,,84,11,20,13,,,,,,,9,2,,,273,8,,,7,2,,,,,,,,,457,4,,,,,,,184,12,,,,,148,10,,,,,,,,,534,6,,,,,,,,,,,17,3,,,,,,,,,10,1,6289,1
2181,29429,7,,,,,,,,,,,193,12,,,,,,,,,,,,,,,,,15,2,,,,,,,268,7,,,,,,,,,,,,,,,44,19,,,,,,,244,11,,,,,134,8,2691,13,,,,,,,237,8,,,8539,15,18,6,1540,14,121,3,7,8,,,469,6,,,,,1451,14,,,,,,,,,,,,,,,,,,,,,,,251,9,,,,,116,10,,,,,339,8,,,,,,,326,6,,,,,,,26,4,903,15,1003,13,,,,,,,69,3,,,,,27,31,,,,,,,,,,,,,,,13,3,34,10,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,18,15,7,214,6,,,,,,,,,,,,,,,,,,,,,1617,5,,,,,386,14,,,,,222,6,2734,10,,,,,,,,,,,7,5,,,,,36,5,,,96,9,31,10,,,,,57,13,18,1,,,1958,1,,,,,,,,,,,,,172,6,,,,,,,345,9,,,,,276,5,20,3,,,,,,,,,,,,,,,,,,,7,8,,,,,,,,,,,1501,9
811,27241,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,9,,,,,,,26,43,,,,,,,3238,9,,,,,,,,,,,8850,14,6,23,1682,12,,,,,,,242,12,,,,,2560,7,,,,,,,,,,,,,,,8,5,,,,,,,1018,5,,,,,,,,,,,299,11,,,,,,,,,,,,,,,,,174,63,363,24,,,,,,,,,,,,,275,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,3,,,46,24,,,,,,,,,,,,,,,,,,,,,362,22,,,,,585,10,,,,,427,2,542,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4652,3
463,26867,9,4,6,7,4,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,30,14,,,,,,,,,6,6,,,,,37,22,,,,,,,222,14,,,,,76,13,2102,21,,,,,,,,,,,11069,12,5,29,1186,21,12,14,6,11,10,25,126,26,,,,,1225,16,,,,,,,,,,,,,,,,,,,,,,,75,32,,,,,26,15,,,,,82,22,,,,,,,40,12,,,,,,,,,1170,12,4891,2,,,,,,,,,,,,,67,15,,,,,,,16,4,,,,,,,,,7,14,,,,,,,,,,,,,,,,,6,11,,,,,,,,,,,,,330,26,7,11,54,20,,,,,,,,,,,,,,,,,,,,,465,19,,,,,779,7,,,,,,,1382,16,,,,,,,,,,,,,,,,,,,,,,,23,12,,,,,18,17,,,,,265,10,,,,,,,,,,,,,84,8,,,,,,,111,14,,,,,51,21,,,,,,,,,35,18,,,,,,,,,,,,,,,,,,,,,,,756,13
13,26848,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6,,,,,,,165,19,,,8,6,66,16,2586,16,,,,,,,181,10,,,11673,9,8,15,3229,6,,,14,5,,,77,33,,,6,2,1051,22,,,,,,,,,,,,,4,3,,,,,,,,,1064,2,,,,,,,,,,,305,10,,,11,1,,,,,,,,,,,,,578,26,1250,12,,,,,,,,,,,,,88,13,,,,,,,,,,,,,,,,,,,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,7,24,5,55,18,,,,,,,,,,,,,,,,,,,,,331,25,,,,,448,13,,,,,85,9,1204,18,,,,,,,,,,,,,,,,,,,,,54,13,78,7,,,,,96,10,,,,,195,13,,,,,,,,,,,,,,,,,,,,,42,23,,,,,41,24,,,,,,,,,48,15,,,,,,,,,,,,,,,,,,,,,,,508,21
