bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
181,38387,11,19,4,,,,,,,,,101,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,14,,,,,,,,,,,,,345,6,7132,10,,,,,,,,,16506,10,,,4484,8,,,8,9,,,239,25,,,2517,13,,,,,,,,,,,,,,,,,,,,,151,17,,,,,642,2,,,,,425,17,,,,,,,,,,,,,,,881,36,259,36,,,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,85,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078,16,,,220,15,,,,,,,,,,,,,,,,,,,,,824,18,,,,,393,18,,,,,,,641,23,,,,,,,,,,,,,,,,,296,2,,,,,,,,,3,3,,,,,,,767,10,,,,,,,,,,,,,8,16,,,,,39,15,,,,,24,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,30
2136,36087,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,5,,,,,,,,,,,,,,,,,,,,,,,879,5,,,,,,,11631,3,,,,,,,,,7981,29,16,4,420,44,,,,,894,4,,,,,838,40,,,,,,,,,,,,,,,,,,,,,,,,,,,396,5,,,,,1138,6,,,,,,,,,,,,,,,1823,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,,,,,,,,,,,,,,,,,,,,,3242,3,,,,,,,,,,,,,,,,,,,,,,,,,4424,3,,,,,,,,,,,,,87,67,,,,,,,,,,,,,,,,,27,7,,,584,1,,,,,14,2,,,3,3,,,793,8,,,,,,,,,,,,,,,,,,,112,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,68
320,34355,13,,,,,,,,,,,134,8,,,,,7,6,,,,,,,,,11,1,,,402,7,,,,,,,,,13,4,,,,,58,12,,,,,,,354,14,,,11,3,89,20,5072,16,,,,,397,7,,,9962,23,24,2,1826,16,84,7,,,65,15,1271,7,,,2364,16,,,,,,,3,3,,,10,2,,,9,4,,,,,141,18,82,5,,,,,,,,,2194,1,,,,,238,4,,,,,,,21,3,1125,28,352,31,,,,,10,4,,,,,15,2,62,17,,,,,,,10,3,,,,,,,,,83,9,107,6,,,,,,,,,6,6,,,,,91,4,,,,,,,,,,,,,2237,8,14,3,123,21,,,,,,,6,5,,,,,,,,,,,,,2087,9,,,,,612,15,,,,,381,4,976,19,,,,,,,,,,,,,7,3,,,,,,,317,3,228,4,,,,,,,,,,,154,27,,,,,31,4,,,6,4,,,18,14,,,1,5,30,17,,,7,1,50,17,,,,,,,,,28,13,,,,,,,,,,,4,6,,,,,,,,,,,335,26
1294,33755,14,,,,,,,,,,,27,16,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,13,,,,,,,,,,,,,123,18,3932,22,,,,,,,,,12980,14,5,25,2148,14,,,,,69,14,1337,6,,,4392,9,,,,,,,,,,,,,5,4,,,,,,,220,10,,,,,,,,,,,950,8,,,,,34,14,,,,,3,5,,,4263,9,,,,,,,,,,,,,,,69,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,986,18,,,133,20,,,,,,,2,8,,,,,,,,,,,,,180,34,,,,,,,,,,,,,750,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,12,,,,,,,,,,,,,43,10,,,,,25,22,,,,,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,24
2181,31739,15,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,347,8,,,,,,,,,,,,,,,17,31,,,,,,,463,12,,,,,264,9,3013,27,,,,,482,5,,,9403,25,11,6,991,25,171,4,8,10,,,305,22,,,2923,12,,,,,,,,,,,,,,,,,,,,,253,9,,,,,100,11,,,,,443,16,,,,,273,3,,,,,,,6,7,1712,18,1123,12,,,,,,,27,3,,,,,41,26,,,,,,,,,,,,,,,3,4,72,10,58,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,14,9,7,281,13,,,,,,,,,,,,,,,,,,,,,1812,10,,,,,332,19,,,,,219,7,1975,10,,,,,,,,,,,4,6,,,,,49,6,,,121,9,63,9,,,,,50,10,8,2,,,1216,4,,,,,,,,,,,,,179,5,,,,,129,5,,,,,161,8,17,2,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,1482,6
29351,28835,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,,,,,,,,,,,,,,,,,,,,,,,,,292,18,,,,,,,7675,9,,,,,,,,,5035,41,,,292,47,264,2,,,,,183,29,,,583,52,,,,,,,,,,,,,,,,,,,,,288,7,,,,,,,,,,,122,24,17,5,,,,,,,,,,,,,,,227,39,,,,,,,,,,,,,6,70,,,,,,,,,,,,,,,,,696,2,158,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,43,,,,,,,,,,,,,,,,,,,,,,,,,1544,12,,,,,,,,,,,,,9698,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,46,,,,,,,,,,,,,,,,,,,,,,,,,899,1,,,,,,,,,412,4,,,,,,,,,,,,,,,,,,,,,,,132,35
39856,28437,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,6,,,,,,,,,,,,,,,265,1,,,,,,,350,16,,,,,82,23,2053,40,,,,,,,,,5673,37,,,4897,6,,,,,,,,,,,1899,19,,,,,,,,,,,,,,,,,,,,,157,15,,,,,,,,,,,616,14,,,,,,,,,,,,,,,9128,2,,,,,,,,,,,,,,,59,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,,,,,,,,,,,,,,,,,,,,,738,20,,,,,,,,,,,,,1535,11,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,31
463,27901,18,,,8,4,,,,,,,,,,,,,,,8,6,,,,,,,,,,,46,15,,,,,,,,,13,5,,,,,29,18,,,,,,,332,17,,,,,56,28,2401,34,,,,,,,,,12882,15,7,15,1090,23,25,12,6,11,10,23,165,31,,,1396,27,,,,,,,,,,,,,,,,,,,,,102,21,,,,,29,15,,,,,93,26,,,,,62,12,,,,,,,,,1111,31,1804,10,,,,,,,,,,,,,72,15,,,,,,,5,8,,,,,,,,,39,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,30,2,14,33,33,,,,,,,,,,,,,,,,,,,,,455,27,,,,,1000,8,,,,,,,2882,7,,,,,,,,,,,,,,,,,,,,,,,16,15,,,,,13,16,,,,,190,23,,,,,,,,,,,,,78,7,,,,,20,24,,,,,86,12,,,,,,,,,27,14,,,,,,,,,,,,,,,,,,,,,,,875,12
2952,27423,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,10,,,,,,,,,,,,,260,10,4246,20,,,,,,,,,11569,16,5,29,1934,15,,,12,5,,,1170,8,,,2467,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,,,,,,,20,4,2907,12,45,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,19,,,384,11,,,,,,,,,,,,,,,,,,,,,,,,,,,302,21,,,,,,,191,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,27360,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,3,,,,,,,,,,,,,,,11,41,,,,,,,490,8,,,,,189,13,10334,4,,,,,,,,,3251,58,6,20,850,29,25,13,,,117,11,551,18,,,1050,34,,,,,7,4,,,,,,,,,,,,,,,43,33,,,,,,,,,,,1929,3,,,,,,,,,,,,,,,3083,11,167,46,,,,,,,,,,,,,33,30,,,,,,,,,12,2,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,35,5,12,519,9,,,,,,,,,,,,,,,,,,,,,625,23,,,,,825,9,,,,,609,2,294,34,,,,,,,,,,,,,,,,,,,,,213,5,34,12,,,,,726,2,,,,,181,25,,,,,,,,,,,,,,,,,,,40,14,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,45
25821,27086,21,,,,,,,,,,,406,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6464,13,,,,,,,,,1456,104,4,39,3751,10,,,,,,,,,,,7241,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,6,,,,,,,,,,,,,,,,,,,,,,,1348,10
1111,24888,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,,,,,,,,,,,,,,,4173,21,,,,,533,4,,,9498,24,,,1447,20,,,,,,,,,,,358,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8849,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,24494,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,11,,,,,,,,,,,,,,,63,9,,,,,,,504,7,,,,,51,30,3507,24,,,,,50,12,,,8334,28,3,42,1684,17,,,,,,,1000,10,,,1723,22,,,,,,,,,,,,,,,,,,,,,46,31,,,,,,,,,,,461,15,,,,,,,,,,,,,,,1591,22,557,20,,,,,,,,,,,,,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,13,7,10,178,17,,,,,,,,,,,,,,,,,,,,,1057,15,,,,,184,26,,,,,,,980,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,15,,,,,,,,,,,,,,,,,,,,,,,,,4,46,,,,,,,,,14,18,,,,,,,,,,,,,,,,,,,,,,,635,16
2162,24278,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,,,,,18,29,,,,,,,111,22,,,,,39,32,1434,49,,,,,,,,,11292,18,,,775,32,,,,,,,111,40,,,906,38,,,,,9,3,,,,,,,,,,,,,,,25,39,,,,,,,,,,,177,22,,,,,,,,,,,,,10,6,624,44,6,109,,,,,,,3,4,,,,,55,20,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,56,2,15,,,,,,,,,,,,,,,,,,,,,,,985,16,,,,,162,28,,,,,12,11,6148,3,,,,,,,,,,,,,,,,,6,10,,,,,11,16,,,,,18,12,,,,,107,38,,,,,,,,,,,,,,,,,,,26,20,,,,,144,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,11
2425,20330,25,,,,,,,,,,,73,12,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,104,6,,,,,,,219,19,,,,,114,19,1705,43,,,,,,,,,4697,42,6,19,1328,21,,,10,6,175,9,330,21,,,1235,31,,,,,,,,,,,,,,,,,,,,,158,14,,,,,,,,,,,384,18,,,,,,,,,,,,,,,1391,23,535,23,,,,,,,,,,,,,16,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,32,,,,,,,,,,,,,,,,,,,,,,,,,1599,11,,,,,774,12,,,,,372,5,3923,4,,,,,,,,,,,,,,,,,,,,,83,10,,,,,,,,,,,,,254,21,,,,,2,8,,,,,,,,,,,,,,,,,,,354,4,,,,,,,,,17,16,,,,,,,,,,,,,,,,,,,,,,,105,38
